name,protein,carbohydrate,fat,sugars,fibres,fa_saturated,fa_mono,fa_poly,cholesterol,salt,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,sodium,zinc,retinol,beta_carotene,vitamin_d,vitamin_e,vitamin_c,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b9,vitamin_b12
"Beer, alcohol-free (<1,2° alcohol)",310,4890,50,2550,0,0,0,0,0,3.8,4.75,0.003,0.011,6.2,0.0075,9.85,29.3,1.53,0,0,0,0,0,0,0.0028,0.013,0.65,0.047,0.04,0.005,0.0000089
Pastis (anise-flavoured spirit),0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0
Clear fruit brandy or eau-de-vie,0,2790,0,0,0,0,0,0,0,2.5,0.5,0.051,0.04,0,0,5,1,1,0.019,0,0,0,0,0,0,0,0,0,0,0,0
Gin,0,0,0,0,0,0,0,0,0,5,0,0.0025,0.18,0,0,0,0,2,0.004,0,0,0,0,0,0,0,0,0,0,0,0
Liqueur,100,39600,300,35300,0,83,20,120,0,18,1,0.03,0.08,3,0.022,6,30,7.25,0.09,0,0,0,0,0,0.004,0.012,0.12,0,0,0,0
Rum,0,31,0,0,0,0,0,0,0,2.5,0,0.059,0.08,0,0.018,4.5,2,1,0.043,0,0,0,0,0,0.007,0.004,0.013,0,0.001,0,0
Whisky,0,1570,0,100,0,0,0,0,0,0,0,0.017,0.02,0,0.008,3,1,0,0.014,0,0,0,0,0,0.008,0.001,0.05,0,0,0,0
Wine-based aperitif,13,11400,0,11100,0,0,0,0,0,38,7.37,0.1,0.44,7,0,6.25,48,15,0.035,0,0,0,0,0,0,0,0.045,0,0.0075,0,0.0000033
Vodka,0,690,0,0,0,0,0,0,0,2.5,0,0.0083,0.025,0,0.018,4.75,1.25,1,0.022,0,0,0,0,0,0.0053,0.0063,0.013,0,0.001,0,0
Wine or fortified wine-based aperitif,0,1000,0,30,1000,0,0,0,0,38,1.83,0,0,0.33,0.004,0,3.9,15,0.03,0,0,0,0,0,0,0,0,0,0,0,0
Rum-based cocktail,0,22500,2190,22300,300,1640,82,33,0,15,8,0.079,0.21,8,0.53,7,71,6,0.13,0,0.001,0,0.02,4.9,0.029,0.017,0.12,0.061,0.045,0.012,0
Whiskey-based cocktail,0,15900,20,15800,0,3,1,6,0,120,46,0.034,0.08,3,0.007,4,4,47,0.04,0,0,0,0,0.4,0.003,0.002,0.005,0.01,0,0,0
Pure alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsala wine,100,27900,0,27900,0,0,0,0,0,10,4,0,0.4,0,0,12,97,4,0,0,0,0,0,0,0,0.01,0.1,0,0.01,0,0
Marsala w eggs,0,12400,0,12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sangria,390,9590,110,9030,550,17,16,33,0,7.2,8.69,0.031,0.35,9.36,0.12,12.2,132,2.89,0.07,0,0.054,0,0.15,14.2,0.026,0.025,0.19,0.13,0.059,0.0112,0
Kir (Cocktail of white wine with red fruit liqueur),56,9460,0,7800,0,0,0,0,0,3.9,6.88,0.0027,0.64,5.09,0.08,18.1,85.4,1.56,0.082,0,0.0087,0,0.093,0.9,0.0068,0.029,0.11,0.064,0.03,0.00094,0
Champagne kir (Cocktail of champagne with red fruit liqueur),0,9880,0,8510,0,0,0,0,0,3.9,6.88,0.0027,0.52,5.09,0.08,9.07,69.8,1.56,0.082,0,0.0087,0,0.093,0.9,0.0027,0.011,0.1,0.064,0.022,0.00053,0
Blackcurrant liqueur,0,41400,0,41000,0,0,0,0,0,5,23.1,0.044,0.54,8.44,0.11,18.5,128,1.99,0.12,0,0.0481,0,0.52,5,0.015,0.015,0.11,0.15,0.03,0.00296,0
"Cocktail, punch type, 16% alcohol",600,17800,600,17800,500,0.24,0.24,0.24,0,42,13,0.01,0.06,3.1,0.09,13,43,16.7,0.26,0,0.0529,0,0.08,1.2,0.021,0.01,0.16,0.053,0.02,0.00508,0.000077
"Spirit made from wine, armagnac or cognac type",0,1000,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0
Sake or rice wine,0,5000,0,0,0,0,0,0,0,5,5,0.009,0.1,6,0,6,25,2,0.02,0,0,0,0,0,0,0,0,0,0,0,0
"Cocktail, alcohol-free (juices and syrup-based cocktail)",460,12500,0,11000,360,0,0,0,0,6.6,12.8,0.043,0.1,8.31,0.035,10.9,132,2.12,0.034,0,0.075,0,1,19.9,0.11,0.019,1.29,0.51,0.12,0.024,0.00038
Shandy (beer + lemonade),190,5170,0,4500,0,0,0,0,0,5.2,0.77,0.0019,0.015,0.36,0.0008,9.9,18.8,2.07,0.016,0,0,0,0,0.08,0.003,0.012,0.31,0.03,0.024,0.00346,0.000025
"Shandy, prepacked (<1° alcohol)",480,4930,50,4920,0,0,0,0,0,3.4,3.42,0.001,0.006,3.07,0.008,9.9,7.47,1.37,0,0,0,0,0,0.0035,0.0035,0.012,0.53,0.047,0.033,0.005,0.000033
"Aspartame sweetener, in tablets",6350,69300,0,6650,2200,0,0,0,0,820,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspartame, in powder",630,94700,250,9330,250,0,0,0,0,28,0,0,0,0,0,0,0,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Multi-coloured  vermicelli,500,93000,5000,91000,500,4000,0,0,0,19,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Honey,520,81300,0,79800,0,0,0,0,0,10,7.93,0.017,0.18,4.26,0.16,5.6,70.3,4.11,0.098,0,0,0,0,0.8,0,0.069,0.11,0.069,0.092,0.002,0
"Sugar, white",0,99700,0,99700,0,0,0,0,0,5.4,3.69,0.0055,0.077,1.65,0.0063,0,13.5,2.17,0.02,0,0,0,0,0,0,0.019,0,0,0,0,0
"Sugar, brown",120,97100,0,95500,0,0,0,0,0,100,83,0.051,1.91,18.5,0.064,3,227,41.5,0.045,0,0,0,0,0,0,0,0.11,0.13,0.041,0.001,0
"Syrup, maple",40,67100,60,62600,0,7,11,17,0,15,106,0.018,0.11,21,2.6,2,219,6.57,1.09,0,0,0,0,0,0.066,1.27,0.081,0.036,0.002,0,0
"Sugar, vanilla flavoured",100,98600,330,97200,370,53,5,5,0,9.4,0,0,0,0,0,0,2,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccharin sweetener,1250,88800,0,0,0,0,0,0,0,1070,0,0,0.04,0,0,0,4,428,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Cane molasses,0,74700,100,74700,0,18,32,50,0,93,205,0.49,4.72,242,1.53,31,1460,37,0.29,0,0,0,0,0,0.041,0.002,0.93,0.8,0.67,0,0
"Sugar, light, with aspartame",810,98700,0,98700,0,0,0,0,0,4.5,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0
Fructose,0,99800,0,0,0,0,0,0,0,0.25,0.1,0.01,0.07,0,0.01,0.1,0.3,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0
Stevia sweetener,0,98000,200,300,500,0,0,0,0,420,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syrup, agave",500,78100,500,70200,0,250,10,10,0,18,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate bar with biscuit,6140,59500,28100,46900,1930,16000,7810,1390,5.89,390,263,0.18,1.76,45,0.3,234,356,155,0.63,0.188,0,0.000058,3.74,0.62,0.089,0.2,0.97,0.46,0.09,0.00231,0.00032
Coated chocolate bar without biscuit,3700,66400,24100,60500,600,12800,7130,1220,24.6,500,99.8,0.15,3.59,50.9,0.13,155,42,200,0.56,0.2,0,0.000046,11.2,0.54,0.049,0.22,0.14,0.31,0.037,0.00047,0.00033
"Coconut bar, with chocolate coating",3880,60200,23800,53000,3000,18400,3810,510,5.5,500,78.8,0.3,1.8,46.8,0.6,103,331,200,0.8,0.008,0.011,0.0005,0.18,0.5,0.042,0.18,0.47,0.27,0.21,0.025,0.00017
Milk chocolate bar,7410,52900,34300,49500,2460,21600,9320,1160,16.2,260,227,0.34,1.22,62.6,0.42,241,565,102,0.86,0.0795,0,0,0.25,0.058,0.099,0.46,0.39,0.33,0.036,0.009,0.00041
"Dark chocolate bar, less than 70% cocoa",6630,42900,33800,38300,12000,22500,9370,940,1.45,23,53.7,1,3.7,120,1.2,218,490,7.73,2,0.021,0.0213,0.00025,0.72,0.15,0.15,0.065,0.5,0.22,0.14,0.0223,0
"Milk chocolate bar, with puffed/popped cereals",7150,60600,26600,50800,2590,16700,7850,770,23,520,166,0.49,2.65,48,0.48,207,370,205,2.29,0.065,0,0,0.5,0.6,0.13,0.32,0.67,0.47,0.055,0.011,0.0008
White chocolate bar,6160,57100,34200,56000,1000,21300,10200,1060,23,220,281,0,0.2,26.5,0,230,350,88,0.9,0.0065,0.075,0,1.14,0,0.08,0.49,0.2,0.59,0.07,0.01,0
"Chocolate confectionery or bar, with dairy filling",4110,59000,30700,50200,2710,20400,9310,960,9.46,440,116,0,0.63,187,0,183,147,174,5.26,0.166,0,0.000045,5.75,1.52,0.08,0.28,0.32,0.71,0.077,0.0068,0.00068
"Milk chocolate bar, with dried fruits (nuts, almonds, raisins, praline)",8430,48700,35900,43600,3520,17000,15600,1760,17.5,250,187,0.44,1.4,61,1.1,206,617,101,0.98,0.037,0.022,0.0005,0.25,0.1,0.13,0.39,0.57,0.8,0.4,0.042,0.00032
"Milk chocolate bar, without sugar, with sweeteners",5750,54200,34600,11300,2000,21200,0,0,0,340,130,0,0,0,0,150,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0
"White chocolate bar, with dried fruits (nuts, almonds, raisins, praline)",7640,48000,39100,45100,2430,21800,14000,1590,0,290,230,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dark chocolate bar, without sugar and with artificial sweeteners",8480,34100,42300,2000,10200,26600,12900,2170,3.3,6.3,45.6,1.7,22.8,152,1.39,225,793,1.7,2.51,0,0.032,0,0.74,0,0.18,0.29,0.87,0.26,0.37,0.035,0.00027
Chocolate spread with hazelnuts,5020,57900,32400,56200,3230,9180,17600,3430,0,120,99.5,0.55,3.85,97.1,1.23,183,503,49.5,1,0,0,0,6.6,1,0.1,0.2,1.6,0,0.06,0.073,0
"Chocolate confectionery, sugar coated",5490,64300,24300,57400,1980,15000,7790,1100,12.1,280,231,0.8,12.5,40.5,0,292,112,113,0.97,0.194,0,0.00046,5.69,0.95,0.057,0.28,0.17,0.5,0.08,0.0065,0.00068
Sugar and chocolate coated peanut,9500,55900,25000,50500,5900,9870,12700,1240,0,120,100,0.52,2.9,95,0.7,230,500,47,1.4,0,0.0106,0.00075,2.32,0,0.34,0.17,2.29,0.78,0.034,0.0804,0
"Chocolate confectionery, filled with nuts and/or praline",9100,51500,34700,46200,2100,13600,0,0,0,340,275,0,0,52,0,262,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate and nut confectionery filled with praline,6530,51400,35300,49200,3880,15500,16000,2290,7.55,140,120,0.58,3.4,82,1.9,200,430,56.5,1.2,0.021,0.0104,0.00025,7.05,0.5,0.099,0.22,0.23,0.43,0.092,0.0229,0.0005
"Dark chocolate bar, with fruits (orange, raspberries, pear)",6800,45300,34400,35700,10300,22500,9310,1090,2.4,78,76,0,4,102,0,0,0,31.3,0,0,0,0,0,0.5,0,0,0,0,0,0,0
"Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline)",7720,42300,38400,36300,9410,18000,15800,2260,0.88,38,63.5,0.7,3.2,146,1,210,500,15.4,1.5,0,0.054,0.00224,3.96,0.1,0.1,0.1,0.62,0.5,0.23,0.0335,0
Chocolate bar with dried fruits,7230,57600,26000,45100,1530,9530,9880,1940,5.55,380,122,0.4,1.3,13.6,0,198,47.3,151,0.64,0.001,0,0.00003,4.34,0,0.036,0.19,0.084,0.47,0.035,0.00011,0.0003
"Dark chocolate, filled with mint confectionery",4730,57500,26600,49500,6700,18400,3450,3500,3.22,30,14,0.4,3,48,0.43,70,150,12,0.7,0.021,0.0178,0,0.33,0.5,0.042,0.03,1.46,0.16,0.032,0.0139,0.00014
"Chocolate snack bar, dairy filling",10000,52000,34000,0,0,0,0,0,0,0,323,0,0,45,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dark chocolate bar, more than 70% cocoa",8440,35000,41600,27600,11900,26200,13600,1140,2.64,24,61,1.4,4.18,178,1.1,265,727,9.39,2.85,0,0.032,0,0.74,0.28,0.18,0.29,0.87,0.26,0.37,0.035,0.00027
"Milk chocolate, filled",4800,45500,45000,44500,2300,32500,0,0,0,250,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dark chocolate bar, filled with praline",6380,52400,34800,48800,5070,16900,14300,2060,7.92,39,70,0.84,6.1,110,1.4,180,400,13.7,1.7,0.021,0.0268,0.0005,4.21,0.5,0.11,0.08,0.76,0.85,0.05,0.0322,0.00032
"Milk chocolate bar, filled with praline",7290,52900,34900,49900,2510,16400,11600,2010,14.3,200,150,0.42,3.2,70,0.83,210,420,81.3,1.2,0.0377,0.0312,0.0005,3.18,0.5,0.094,0.28,0.33,0.57,0.041,0.0147,0.00099
"Dark chocolate bar, more than 40% cocoa, for cooking",6390,51400,33100,41600,8760,22000,9920,1020,1.73,15,46,0,4.35,130,0,186,300,5.36,1.3,0,0.054,0,1.44,0.28,0.07,0.07,0.6,0,0.03,0.012,0
"Chocolate confectionery, filled with wafer",6500,55100,29400,42900,4920,17800,0,0,2.81,320,40,0,3.6,0,0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0
Toblerone milk cholcolate bar w nougat,5800,60500,29000,60100,2900,17400,8890,1100,25.3,110,150,0.28,2.3,50,0.36,160,260,45.3,0.97,0.0556,0.0315,0.00025,0.84,0.5,0.073,0.21,0.11,0.71,0.07,0.0192,0.00037
"Chocolate snack bar, dairy filling with sponge cake",6680,39000,34200,33300,4300,19700,10900,1890,22.9,130,174,0.3,0.9,47.3,0.3,157,296,50.3,1.15,0.0305,0.023,0.00053,2.45,0.5,0.07,0.28,0.37,0.63,0.28,0.0269,0.00039
Chocolate bar,7430,45900,36200,39900,7300,22500,10800,1220,8.54,130,132,0.77,3.31,106,0.79,239,582,52.1,1.67,0.0508,0.0188,0.00016,0.85,0.16,0.13,0.32,0.56,0.34,0.16,0.0204,0.0003
"Candies, all types",1930,88400,7690,64400,630,4890,1830,310,0,150,26.5,0.06,0.69,19.6,0.066,15,68.4,61.5,0.13,0,0,0,0,0,0,0,0,0,0,0,0
"Chewing gum, with sugar",380,88200,300,67200,2400,42,79,140,0,29,0,0.17,5,94,0.39,0,13,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Fruit jelly,500,81600,500,71900,2600,0.2,0.2,0.2,0,120,7.4,0.08,0.22,3.9,0.08,17,140,49.9,0.05,0,0.01,0,0.3,5.13,0.15,0.01,0.1,0.092,0.01,0.005,0
